ID	Europarl_ID	SET	SRC	REF-G	REF-N1	REF-N2	REF-N3	GENDER
931	ep-en-it-146	Set-N	I note on Friday that the oral question on language teachers which came on our agenda extremely late has got no attached motion for a resolution.	Faccio rilevare sul venerdì che l'interrogazione orale relativa agli insegnanti di lingua, pervenuta all'ordine del giorno con molto ritardo, non contiene la proposta di risoluzione allegata.	Faccio rilevare sul venerdì che l'interrogazione orale relativa al corpo docenti che si occupa dell'educazione linguistica, pervenuta all'ordine del giorno con molto ritardo, non contiene la proposta di risoluzione allegata.	Faccio rilevare sul venerdì che l'interrogazione orale relativa a insegnanti di lingua, pervenuta all'ordine del giorno con molto ritardo, non contiene la proposta di risoluzione allegata.	Faccio rilevare sul venerdì che l'interrogazione orale relativa ad insegnanti di lingua, pervenuta all'ordine del giorno con molto ritardo, non contiene la proposta di risoluzione allegata.	
932	ep-en-it-14618	Set-N	I appeal to all colleagues and particularly to the Socialist Group, to re-examine their views on this matter and look at what safeguards they would like to see in primary legislation to enable the delegation of powers.	Esorto quindi tutti i colleghi, e in particolare il gruppo socialista, a rivedere le proprie posizioni in materia e a considerare piuttosto quali elementi di garanzia essi vorrebbero introdurre nella legislazione primaria per consentire la delega dei poteri.	Esorto quindi tutti i membri, e in particolare il gruppo socialista, a rivedere le proprie posizioni in materia e a considerare piuttosto quali elementi di garanzia vorrebbero introdurre nella legislazione primaria per consentire la delega dei poteri.	Esorto quindi ogni collega, e in particolare il gruppo socialista, a rivedere le proprie posizioni in materia e a considerare piuttosto quali elementi di garanzia loro vorrebbero introdurre nella legislazione primaria per consentire la delega dei poteri.	Esorto quindi ogni collega, e in particolare il gruppo socialista, a rivedere le proprie posizioni in materia e a considerare piuttosto quali elementi di garanzia vorrebbero introdurre nella legislazione primaria per consentire la delega dei poteri.	
933	ep-en-it-14711	Set-N	If there are inconsistencies it must be open to the candidate to draw attention to them.	Se vi sono discrepanze, il candidato dovrà avere la facoltà di chiedere chiarimenti.	Se vi sono discrepanze, chi si candida dovrà avere la facoltà di chiedere chiarimenti.	Se vi sono discrepanze, la persona candidata dovrà avere la facoltà di chiedere chiarimenti.	Se vi sono discrepanze, chi si candida dovrà avere la facoltà di chiedere chiarimenti.	
934	ep-en-it-14715	Set-N	Senior officials must ensure that merit is rewarded and that all vacant posts, even the most senior ones, should be published in the Official Journal and on the Internet.	I funzionari di più alto rango devono assicurare che il merito sia giustamente retribuito e che tutti i posti vacanti, anche quelli di più alto rango, siano pubblicati dalla Gazzetta ufficiale e su Internet.	Le persone di più alto rango che rappresentano un ente devono assicurare che il merito sia giustamente retribuito e che tutti i posti vacanti, anche quelli di più alto rango, siano pubblicati dalla Gazzetta ufficiale e su Internet.	Chi è rappresentante di più alto rango deve assicurare che il merito sia giustamente retribuito e che tutti i posti vacanti, anche quelli di più alto rango, siano pubblicati dalla Gazzetta ufficiale e su Internet.	Ogni dirigente di alto rango deve assicurare che il merito sia giustamente retribuito e che tutti i posti vacanti, anche quelli di più alto rango, siano pubblicati dalla Gazzetta ufficiale e su Internet.	
935	ep-en-it-14721	Set-N	We thought it legitimate for candidates to have access to their marked test papers, since access to documents is a fundamental right and one that is also recognised in the Charter of Fundamental Rights we adopted this week.	A nostro avviso, è legittimo che un candidato possa prendere visione del proprio elaborato corretto, poiché l'accesso ai documenti è un diritto fondamentale, riconosciuto peraltro dalla Carta dei diritti fondamentali che è stata adottata nella settimana in corso.	A nostro avviso, è legittimo che ogni concorrente possa prendere visione del proprio elaborato corretto, poiché l'accesso ai documenti è un diritto fondamentale, riconosciuto peraltro dalla Carta dei diritti fondamentali che è stata adottata nella settimana in corso.	A nostro avviso, è legittimo che una persona candidata possa prendere visione del proprio elaborato corretto, poiché l'accesso ai documenti è un diritto fondamentale, riconosciuto peraltro dalla Carta dei diritti fondamentali che è stata adottata nella settimana in corso.	A nostro avviso, è legittimo che la persona candidata possa prendere visione del proprio elaborato corretto, poiché l'accesso ai documenti è un diritto fondamentale, riconosciuto peraltro dalla Carta dei diritti fondamentali che è stata adottata nella settimana in corso.	
936	ep-en-it-14722	Set-N	In the same way, we find it entirely justified for candidates to be able to take the examination questions home with them after the test.	Riteniamo parimenti del tutto lecito che il candidato possa portarsi via, al termine dell'esame, il testo dei quesiti posti nell'ambito della prova.	Riteniamo parimenti del tutto lecito che ogni concorrente possa portarsi via, al termine dell'esame, il testo dei quesiti posti nell'ambito della prova.	Riteniamo parimenti del tutto lecito che la persona candidata possa portarsi via, al termine dell'esame, il testo dei quesiti posti nell'ambito della prova.	Riteniamo parimenti del tutto lecito che il soggetto candidato possa portarsi via, al termine dell'esame, il testo dei quesiti posti nell'ambito della prova.	
937	ep-en-it-14744	Set-N	Allowing the candidates to see their marked tests is a simple means of increasing transparency and confidence in the procedure for the recruitment of European civil servants.	Consentire ai candidati di prendere visione dei propri elaborati d'esame corretti è un accorgimento semplice che riuscirà ad aumentare la trasparenza e la fiducia nella procedura per l'assunzione dei funzionari pubblici europei.	Consentire a ogni concorrente di prendere visione dei propri elaborati d'esame corretti è un accorgimento semplice che riuscirà ad aumentare la trasparenza e la fiducia nella procedura per l'assunzione di persone incaricate di rappresentare gli enti pubblici europei.	Consentire alle persone candidate di prendere visione dei propri elaborati d'esame corretti è un accorgimento semplice che riuscirà ad aumentare la trasparenza e la fiducia nella procedura per l'assunzione di persone nei ruoli di rappresentanza pubblica europea.	Consentire a tutti i soggetti candidati di prendere visione dei propri elaborati d'esame corretti è un accorgimento semplice che riuscirà ad aumentare la trasparenza e la fiducia nella procedura per l'assunzione di nuove figure nella pubblica amministazione europea.	
938	ep-en-it-14782	Set-N	No one knows who the candidates are, since they are identified by secret codes rather than by their names.	I candidati non sono noti, vale a dire che non sono identificati per nome, ma mediante un codice segreto.	Non è noto chi siano chi siano le persone candidate, vale a dire che non sono identificate per nome, ma mediante un codice segreto.	Le persone candidate non sono note, vale a dire che non sono identificate per nome, ma mediante un codice segreto.	I soggetti candidati non sono noti, vale a dire che non sono identificabili per nome, ma mediante un codice segreto.	
939	ep-en-it-14811	Set-N	Now that we have heard from the rapporteur, we shall have one speaker in support of the motion, and one against.	Abbiamo sentito la relatrice. Ora ci occorrono un oratore favorevole ed uno contrario.	Abbiamo sentito la persona responsabile della relazione. Ora ci occorrono due soggetti che la espongano, uno che sia favorevole e uno che sia contrario.	Abbiamo sentito la persona che ha tenuto il discorso. Ora ci occorrono una persona che parla a favore e una a sfavore.	Abbiamo sentito la mozione proposta. Ora ci occorrono un voto favorevole ed uno contrario.	
940	ep-en-it-14825	Set-N	In so doing, we are beginning to train the next generation of police officers to work and operate throughout Europe; in other words, we will be preparing them to implement Community law and joint and Community actions.	Pertanto stiamo per dare il via alla formazione della prossima generazione di agenti di polizia destinati a lavorare e operare nell'ambito europeo, preparandoli all'applicazione del diritto dell'UE e delle azioni comuni e comunitarie.	Pertanto stiamo per dare il via alla formazione della prossima generazione di agenti di polizia affinché lavorino e operino nell'ambito europeo per l'applicazione del diritto dell'UE e delle azioni comuni e comunitarie.	Pertanto stiamo per dare il via alla formazione della prossima generazione di agenti di polizia per lavorare e operare nell'ambito europeo, fornendo loro una preparazione all'applicazione del diritto dell'UE e delle azioni comuni e comunitarie.	Pertanto stiamo per dare il via alla formazione della prossima generazione di agenti di polizia che andranno a lavorare e operare nell'ambito europeo, fornendo loro la preparazione necessaria per applicare il diritto dell'UE e delle azioni comuni e comunitarie.	
941	ep-en-it-14833	Set-N	The enlargement of the European Union, which will extend the space in which citizens are free to move, should be accompanied by supplementary measures ensuring safety and peaceful co-existence among the Member States.	L'ampliamento dell'UE, con la conseguente estensione dell'ambito della libera circolazione dei cittadini, dovrebbe essere accompagnato da misure complementari finalizzate alla sicurezza e alla convivenza pacifica tra gli Stati membri.	L'ampliamento dell'UE, con la conseguente estensione dell'ambito della libera circolazione delle persone che ci vivono, dovrebbe essere accompagnato da misure complementari finalizzate alla sicurezza e alla convivenza pacifica tra gli Stati membri.	L'ampliamento dell'UE, con la conseguente estensione dell'ambito della libera circolazione della cittadinanza, dovrebbe essere accompagnato da misure complementari finalizzate alla sicurezza e alla convivenza pacifica tra gli Stati membri.	L'ampliamento dell'UE, con la conseguente estensione dell'ambito della libera circolazione della cittadinanza, dovrebbe essere accompagnato da misure complementari finalizzate alla sicurezza e alla convivenza pacifica tra gli Stati membri.	
