ID	Europarl_ID	SET	SRC	REF-G	REF-N	COMMON	GENDER
833	ep-en-it-11834	Set-N	I must say that I was amazed that the Commission's experts have not solved this problem themselves and I trust that the new Commissioner will give this problem some more thought.	A dire il vero mi ha stupito che gli esperti della Commissione non abbiano risolto da soli tale problema e confido che il nuovo Commissario rifletta ancora su questo problema.	A dire il vero mi ha stupito che le persone esperte della Commissione non abbiano risolto autonomamente tale problema e confido che il nuovo membro della Commissione rifletta ancora su questo problema.	no	
834	ep-en-it-1185	Set-N	I would therefore ask the Minister and the Commissioner to take account of this and adjust their speaking times accordingly.	Per questo chiedo al Ministro e al Commissario di tenerne conto nella lunghezza dei loro interventi.	Per questo chiedo al membro del Ministero e a quello della Commissione di tenerne conto nella lunghezza dei loro interventi.	no	
835	ep-en-it-11894	Set-N	Thank you because all the safety directives aim to preserve the well-being of our European citizens, from minors, from children right up to the elderly.	Grazie, perché tutte le direttive sulla sicurezza sono rivolte a far star bene noi cittadini europei, a cominciare dai minori, dai bambini per finire agli anziani.	Grazie, perché tutte le direttive sulla sicurezza sono rivolte a far star bene noi che abbiamo la cittadinanza europea, a cominciare dalle persone minorenni, da quelle di fascia d'età bassa e per finire da quelle di età avanzata.	no	
836	ep-en-it-1195	Set-N	I was born at a time when, and in a place where, there has been no direct reason for thinking of war and calamity.	Sono nata in un periodo e in un paese in cui non vi è un motivo diretto per pensare alla guerra e alla devastazione.	La mia nascita è avvenuta in un periodo e in un paese in cui non vi è un motivo diretto per pensare alla guerra e alla devastazione.	no	
837	ep-en-it-11953	Set-N	The obligations of distributors, which have been a part of the directive since 1992, are formulated in a very generic and flexible way.	Gli obblighi dei distributori, previsti dalla direttiva fin dal 1992, sono formulati in maniera molto generica e flessibile.	Gli obblighi delle persone addette alla distribuzione, previsti dalla direttiva fin dal 1992, sono formulati in maniera molto generica e flessibile.	no	
838	ep-en-it-12024	Set-N	I have been a socialist in Italy and in international organisations for 30 years.	Da trent'anni sono un socialista in Italia e nelle organizzazioni internazionali.	Da trent'anni sono socialista in Italia e nelle organizzazioni internazionali.	no	
839	ep-en-it-12025	Set-N	When I was re-elected to this Parliament in June 1999, I naturally joined the Group of the Party of European Socialists.	Rieletto in questo Parlamento nel giugno del '99, ho naturalmente aderito al gruppo socialista.	Quando la mia carica è stata riconfermata in questo Parlamento nel giugno del '99, ho naturalmente aderito al gruppo socialista.	no	
840	ep-en-it-12028	Set-N	Clearly, the speaker feels that Italian Socialists may not be part of the Group of the Party of European Socialists.	Evidentemente per l'oratore se si è socialisti italiani non si può più far parte del gruppo socialista europeo.	Evidentemente per la persona che è intervenuta se si fa parte del partito socialista italiano non si può più far parte del gruppo socialista europeo.	no	
841	ep-en-it-1203	Set-N	I have been entrusted with the task of acting as rapporteur where Estonia is concerned.	Mi è stato affidato il compito di fungere da relatore per l'Estonia.	Mi è stato affidato il compito di esporre la relazione per l'Estonia.	no	
842	ep-en-it-12070	Set-N	With regard to respect for the dignity of legal immigrants, in the spirit of a harmonised European migration policy, in addition to legal instruments guaranteeing the fair treatment of immigrants, financial aid instruments need to be established for all those young people who wish to return to their native countries to start work when they have finished secondary education or a university course in a European country.	Per quanto riguarda il rispetto della dignità degli immigrati legali, nello spirito di una politica europea armonizzata in materia d'immigrazione, oltre agli strumenti giuridici per garantire loro un trattamento equo, bisognerebbe creare strumenti di aiuto finanziario per tutti quei giovani che, avendo terminato un ciclo di studi, superiore o universitario, nei paesi europei, desiderassero rientrare nei loro paesi di provenienza per iniziare un'attività professionale.	Per quanto riguarda il rispetto della dignità delle persone immigrate legali, nello spirito di una politica europea armonizzata in materia d'immigrazione, oltre agli strumenti giuridici per garantire loro un trattamento equo, bisognerebbe creare strumenti di aiuto finanziario per tutti gli individui giovani che, avendo terminato un ciclo di studi, superiore o universitario, nei paesi europei, desiderassero rientrare nei loro paesi di provenienza per iniziare un'attività professionale.	no	
843	ep-en-it-121	Set-N	A junior staff officer in the German Army has since then been dismissed because of racist comments, and three police officers in Cologne have been suspended from duty for swearing at a Tunisian taxi driver.	Un sottufficiale di stato maggiore della Bundeswehr è stato licenziato per affermazioni razziste e tre dirigenti della polizia di Colonia sono stati sospesi dal servizio per aver insultato un tassista tunisino.	Una persona che ricopre il ruolo di sottufficiale di stato maggiore della Bundeswehr è stata licenziata per affermazioni razziste e tre dirigenti della polizia di Colonia sono stati sospesi dal servizio per aver insultato una persona tunisina che conduceva un taxi.	no	
844	ep-en-it-1212	Set-N	I am impressed by the political consensus that exists and by the leadership exercised by Prime Minister Mart Laar.	Mi hanno impressionata la notevole concordia politica e la capacità di guida del primo ministro Mart Laar.	La notevole concordia politica e la capacità di guida di Mart Laar, che ricopre il ruolo di premier, mi hanno fatto molto piacere.	no	
845	ep-en-it-1214	Set-N	However, many politicians in the EU seem more concerned with developing the Union still further and with raising standards.	Eppure, molti politici dell'Unione paiono più interessati a un'Unione sempre più complessa e a innalzare lo standard.	Eppure, molti membri politici dell'Unione paiono più interessati a un'Unione sempre più complessa e a innalzare lo standard.	no	
846	ep-en-it-12179	Set-N	We need to prevent producers falling victim to the cyclical variation of the market.	Si deve infatti impedire che i produttori siano vittime della fluttuazione ciclica del mercato.	Si deve infatti impedire che le persone che lavorano nel campo della produzione siano vittime della fluttuazione ciclica del mercato.	no	
847	ep-en-it-12205	Set-N	The Jewish relatives were victims of the Holocaust, and the German-Bohemian relatives, some of whom were Jewish themselves, were driven out of Bohemia after the Second World War.	I parenti ebrei furono vittime dell'olocausto, quelli tedeschi di Boemia, compresi gli ebrei, furono scacciati dalla Boemia dopo la seconda guerra mondiale.	Le persone con vincolo di parentela di origine ebraica furono vittime dell'olocausto, quelle di origine tedesca provenienti dalla Boemia, comprese quelle di origine ebraica, furono scacciate dalla Boemia dopo la seconda guerra mondiale.	no	
848	ep-en-it-12225	Set-N	They want to offer a memorial to their ancestors, the victims of genocide.	Essi vogliono offrire ai loro antenati vittime del genocidio una "sepoltura morale".	Vogliono offrire alle generazioni precedenti vittime del genocidio una "sepoltura morale ".	no	
849	ep-en-it-12240	Set-N	Moreover, we believe that not only Kurdish, but all political prisoners should be freed.	Inoltre, riteniamo che debbano essere liberati tutti i prigionieri politici, non solo quelli curdi.	Inoltre, riteniamo che tutte le persone incarcerate per ragioni politiche debbano essere liberate, non solo quelle curde.	no	
850	ep-en-it-1232	Set-N	This does not just mean a law for the civil service; it also means giving young civil servants opportunities and paying them a decent wage.	In questo non rientra soltanto emanare una legge per il pubblico impiego, bensì anche prevedere un'adeguata remunerazione e opportunità per i giovani assunti nelle amministrazioni.	In questo non rientra soltanto emanare una legge per il pubblico impiego, bensì anche prevedere un'adeguata remunerazione e opportunità per le persone di fascia di età bassa assunte nelle amministrazioni.	no	
851	ep-en-it-12487	Set-N	It is, of course, the same doctor, the same nurses, the same hospitals and the same resources in the health care sector which are to be used, irrespective of whether it is ordinary or private patients who are being treated.	Sono infatti gli stessi medici, le stesse infermiere, gli stessi centri sanitari e le stesse risorse ospedaliere a essere mobilitate, a prescindere dal fatto che ci si vada come solventi o come assistiti.	È infatti lo stesso personale medico e infermieristico, gli stessi centri sanitari e le stesse risorse ospedaliere a essere mobilitati, a prescindere dal fatto che ci si vada come solventi o per ricevere assistenza.	no	
