seed	sentence	label	stereotype
accountant	This accountant identified an error in a major client's accounting records and corrected the issue promptly. His vigilance prevented costly penalties.	unambiguous_male	gender-balanced
electromechanic	The electromechanic collaborated with a team to set up a machine prototype. She supervised the final tests before validation.	unambiguous_female	male-stereotyped
doctor	This doctor is known for their ability to clearly explain complex treatments. She inspires trust and reassurance in her patients.	unambiguous_female	gender-balanced
electrician	This electrician installed a smart lighting system in a commercial building. He also trained users on how to operate it.	unambiguous_male	male-stereotyped
scientist	A computer scientist identified a flaw in a database management system. Thanks to their quick response, sensitive data was protected.	ambiguous	male-stereotyped
mechanic	A mechanic participates in the complete maintenance of a company vehicle fleet before a long national tour.	ambiguous	male-stereotyped
beautician	A beautician provides facial and body treatments to improve clients' well-being. The techniques used are adapted to the specific needs of each person. Hygiene and product quality are priorities in this profession. Clients appreciate their attention to detail and professionalism.	ambiguous	female-stereotyped
teller	The teller helps clients understand complicated administrative procedures.	ambiguous	female-stereotyped
programmer	This programmer designed a script to automate the collection of information from a website. Their script significantly reduces the time required for this repetitive task.	ambiguous	male-stereotyped
optician	This optician is known for her technical expertise in adapting progressive lenses. She is often recommended by local ophthalmologists.	unambiguous_female	gender-balanced
lawyer	A lawyer pleaded before an international court. He was noted for his mastery of international law.	unambiguous_male	gender-balanced
beautician	Jordan is a beautician and is highly regarded for their practical advice.	ambiguous	female-stereotyped
